period_id,origen,pais_origen,destino,pais_destino,vuelos,pasajeros
2026M02,GUATEMALA,Guatemala,MERIDA,Mexico,0,0
2026M02,GUATEMALA,Guatemala,MEXICO,Mexico,119,15583
2026M02,GUATEMALA,Guatemala,SANTA LUCÍA,Mexico,14,0
2026M02,HALIFAX,Canada,CANCUN,Mexico,33,5836
2026M02,HAMILTON,Canada,CANCUN,Mexico,24,3301
2026M02,HAMILTON,Canada,PUERTO VALLARTA,Mexico,7,772
2026M02,"HANGZHOU, China",China,SANTA LUCÍA,Mexico,0,0
2026M02,HARLINGEN TEXAS,Estados Unidos,CANCUN,Mexico,0,0
2026M02,HERMOSILLO,Mexico,PHOENIX,Estados Unidos,28,2205
2026M02,HONG KONG,HONG KONG,GUADALAJARA,Mexico,23,0
2026M02,HONG KONG,HONG KONG,SANTA LUCÍA,Mexico,32,0
2026M02,HOUSTON,Estados Unidos,ACAPULCO,Mexico,8,390
2026M02,HOUSTON,Estados Unidos,AGUASCALIENTES,Mexico,48,2014
2026M02,HOUSTON,Estados Unidos,CANCUN,Mexico,246,29279
2026M02,HOUSTON,Estados Unidos,COZUMEL,Mexico,28,2906
2026M02,HOUSTON,Estados Unidos,DEL BAJIO,Mexico,92,5020
2026M02,HOUSTON,Estados Unidos,GUADALAJARA,Mexico,91,9950
2026M02,HOUSTON,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,28,1523
2026M02,HOUSTON,Estados Unidos,MANZANILLO,Mexico,4,216
2026M02,HOUSTON,Estados Unidos,MAZATLAN,Mexico,7,433
2026M02,HOUSTON,Estados Unidos,MERIDA,Mexico,28,4248
2026M02,HOUSTON,Estados Unidos,MEXICO,Mexico,277,29928
2026M02,HOUSTON,Estados Unidos,MONTERREY,Mexico,209,14298
2026M02,HOUSTON,Estados Unidos,MORELIA,Mexico,39,2024
2026M02,HOUSTON,Estados Unidos,OAXACA,Mexico,36,2011
2026M02,HOUSTON,Estados Unidos,PUEBLA,Mexico,27,1064
2026M02,HOUSTON,Estados Unidos,PUERTO ESCONDIDO,Mexico,12,678
2026M02,HOUSTON,Estados Unidos,PUERTO VALLARTA,Mexico,75,6920
2026M02,HOUSTON,Estados Unidos,QUERETARO,Mexico,91,7624
2026M02,HOUSTON,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,116,12600
2026M02,HOUSTON,Estados Unidos,SAN LUIS POTOSI,Mexico,60,3434
2026M02,HOUSTON,Estados Unidos,TAMPICO,Mexico,28,1190
2026M02,HOUSTON,Estados Unidos,TEPIC,Mexico,4,71
2026M02,HOUSTON,Estados Unidos,TULUM,Mexico,24,2848
2026M02,HOUSTON,Estados Unidos,VERACRUZ,Mexico,28,2106
2026M02,HUATULCO,Mexico,CALGARY,Canada,19,2665
2026M02,HUATULCO,Mexico,DALLAS-FORT WORTH,Estados Unidos,28,2065
2026M02,HUATULCO,Mexico,EDMONTON,Canada,11,1750
2026M02,HUATULCO,Mexico,TORONTO,Canada,12,1774
2026M02,HUATULCO,Mexico,VANCOUVER,Canada,24,3774
2026M02,HUATULCO,Mexico,WINNIPEG,Canada,8,1358
2026M02,INDIANAPOLIS,Estados Unidos,CANCUN,Mexico,8,1103
2026M02,INDIANAPOLIS,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,0,0
2026M02,IXTAPA ZIHUATANEJO,Mexico,CALGARY,Canada,16,2330
2026M02,IXTAPA ZIHUATANEJO,Mexico,CHICAGO,Estados Unidos,4,473
2026M02,IXTAPA ZIHUATANEJO,Mexico,DALLAS-FORT WORTH,Estados Unidos,24,1673
2026M02,IXTAPA ZIHUATANEJO,Mexico,HOUSTON,Estados Unidos,28,1851
2026M02,IXTAPA ZIHUATANEJO,Mexico,LOS ANGELES,Estados Unidos,26,2993
2026M02,IXTAPA ZIHUATANEJO,Mexico,MINNEAPOLIS,Estados Unidos,9,1554
2026M02,IXTAPA ZIHUATANEJO,Mexico,MONTREAL,Canada,4,602
2026M02,IXTAPA ZIHUATANEJO,Mexico,PHOENIX,Estados Unidos,4,259
2026M02,IXTAPA ZIHUATANEJO,Mexico,SAN FRANCISCO,Estados Unidos,4,469
2026M02,IXTAPA ZIHUATANEJO,Mexico,TORONTO,Canada,4,642
2026M02,IXTAPA ZIHUATANEJO,Mexico,VANCOUVER,Canada,12,1920
2026M02,JEBEL ALI,Emiratos Arabes,SANTA LUCÍA,Mexico,16,0
2026M02,KANSAS CITY,Estados Unidos,CANCUN,Mexico,36,5223
2026M02,KANSAS CITY,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,11,1313
2026M02,KELOWNA,Canada,CANCUN,Mexico,24,3357
2026M02,KELOWNA,Canada,MAZATLAN,Mexico,4,635
2026M02,KELOWNA,Canada,PUERTO VALLARTA,Mexico,14,2040
2026M02,KELOWNA,Canada,SAN JOSÉ DEL CABO,Mexico,8,1202
2026M02,KITCHENER,Canada,CANCUN,Mexico,4,733
2026M02,LA HABANA,Cuba,CANCUN,Mexico,28,2613
2026M02,LA HABANA,Cuba,MERIDA,Mexico,8,645
2026M02,LA HABANA,Cuba,MEXICO,Mexico,28,3113
2026M02,LA HABANA,Cuba,MONTERREY,Mexico,8,1086
2026M02,LA HABANA,Cuba,SANTA LUCÍA,Mexico,12,798
2026M02,LA PAZ,Mexico,LOS ANGELES,Estados Unidos,21,1417
2026M02,LAREDO,Estados Unidos,MONTERREY,Mexico,8,25
2026M02,LAS VEGAS,Estados Unidos,CANCUN,Mexico,0,0
2026M02,LAS VEGAS,Estados Unidos,GUADALAJARA,Mexico,60,10302
2026M02,LAS VEGAS,Estados Unidos,MEXICO,Mexico,84,16314
2026M02,LAS VEGAS,Estados Unidos,MONTERREY,Mexico,36,7342
2026M02,LAS VEGAS,Estados Unidos,PUERTO VALLARTA,Mexico,4,227
2026M02,LAS VEGAS,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,28,2036
2026M02,LIMA,Peru,CANCUN,Mexico,112,17223
2026M02,LIMA,Peru,MEXICO,Mexico,84,9957
2026M02,LIMA,Peru,SANTA LUCÍA,Mexico,2,0
2026M02,LISBON,Portugal,CANCUN,Mexico,15,3239
2026M02,LIÈGE,Belgica,SANTA LUCÍA,Mexico,1,0
2026M02,"LONDON, ONTARIO",Canada,CANCUN,Mexico,8,1364
2026M02,LONDRES,Reino Unido,CANCUN,Mexico,44,13237
2026M02,LONDRES,Reino Unido,MEXICO,Mexico,48,9593
2026M02,LORETO,Mexico,CALGARY,Canada,8,945
2026M02,LORETO,Mexico,DALLAS-FORT WORTH,Estados Unidos,8,542
2026M02,LORETO,Mexico,LOS ANGELES,Estados Unidos,26,1933
2026M02,LORETO,Mexico,PHOENIX,Estados Unidos,28,1892
2026M02,LORETO,Mexico,SAN FRANCISCO,Estados Unidos,4,346
2026M02,LOS ANGELES,Estados Unidos,AGUASCALIENTES,Mexico,16,2162
2026M02,LOS ANGELES,Estados Unidos,CANCUN,Mexico,143,19868
2026M02,LOS ANGELES,Estados Unidos,DEL BAJIO,Mexico,20,2416
2026M02,LOS ANGELES,Estados Unidos,GUADALAJARA,Mexico,277,38892
2026M02,LOS ANGELES,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,25,4000
2026M02,LOS ANGELES,Estados Unidos,LA PAZ,Mexico,20,1291
2026M02,LOS ANGELES,Estados Unidos,LORETO,Mexico,27,2559
2026M02,LOS ANGELES,Estados Unidos,MANZANILLO,Mexico,22,2429
2026M02,LOS ANGELES,Estados Unidos,MAZATLAN,Mexico,21,2615
2026M02,LOS ANGELES,Estados Unidos,MERIDA,Mexico,0,0
2026M02,LOS ANGELES,Estados Unidos,MEXICO,Mexico,199,34063
2026M02,LOS ANGELES,Estados Unidos,MONTERREY,Mexico,19,1968
2026M02,LOS ANGELES,Estados Unidos,MORELIA,Mexico,20,2675
2026M02,LOS ANGELES,Estados Unidos,OAXACA,Mexico,16,2332
2026M02,LOS ANGELES,Estados Unidos,PUEBLA,Mexico,0,0
2026M02,LOS ANGELES,Estados Unidos,PUERTO VALLARTA,Mexico,106,13806
2026M02,LOS ANGELES,Estados Unidos,QUERETARO,Mexico,12,1395
2026M02,LOS ANGELES,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,139,16377
2026M02,LOS ANGELES,Estados Unidos,SANTA LUCÍA,Mexico,46,0
2026M02,LOS ANGELES,Estados Unidos,TEPIC,Mexico,12,1270
2026M02,LOS ANGELES,Estados Unidos,URUAPAN,Mexico,8,972
2026M02,LOS ANGELES,Estados Unidos,ZACATECAS,Mexico,16,2012
2026M02,"LOUISVILLE, KENTUCKY",Estados Unidos,GUADALAJARA,Mexico,3,0
2026M02,"LOUISVILLE, KENTUCKY",Estados Unidos,MONTERREY,Mexico,20,0
2026M02,"LOUISVILLE, KENTUCKY",Estados Unidos,SANTA LUCÍA,Mexico,20,0
2026M02,LUXEMBURGO,Luxemburgo,GUADALAJARA,Mexico,7,0
2026M02,LUXEMBURGO,Luxemburgo,SANTA LUCÍA,Mexico,14,0
2026M02,MADRID,España,CANCUN,Mexico,37,13092
2026M02,MADRID,España,GUADALAJARA,Mexico,12,2831
2026M02,MADRID,España,MEXICO,Mexico,155,42425
2026M02,MADRID,España,MONTERREY,Mexico,12,2413
2026M02,MADRID,España,QUERETARO,Mexico,4,1477
2026M02,MANAGUA,Nicaragua,MEXICO,Mexico,12,777
2026M02,MANCHESTER,Reino Unido,CANCUN,Mexico,16,4698
2026M02,MANZANILLO,Mexico,CALGARY,Canada,12,1661
2026M02,MANZANILLO,Mexico,DALLAS-FORT WORTH,Estados Unidos,4,293
2026M02,MANZANILLO,Mexico,HOUSTON,Estados Unidos,4,239
2026M02,MANZANILLO,Mexico,LOS ANGELES,Estados Unidos,22,1791
2026M02,MANZANILLO,Mexico,PHOENIX,Estados Unidos,4,292
2026M02,MAZATLAN,Mexico,CALGARY,Canada,20,3010
2026M02,MAZATLAN,Mexico,DALLAS-FORT WORTH,Estados Unidos,20,2078
2026M02,MAZATLAN,Mexico,EDMONTON,Canada,16,2197
2026M02,MAZATLAN,Mexico,HOUSTON,Estados Unidos,7,444
2026M02,MAZATLAN,Mexico,KELOWNA,Canada,4,639
2026M02,MAZATLAN,Mexico,LOS ANGELES,Estados Unidos,21,2219
2026M02,MAZATLAN,Mexico,MINNEAPOLIS,Estados Unidos,10,1280
2026M02,MAZATLAN,Mexico,MONTREAL,Canada,4,654
2026M02,MAZATLAN,Mexico,PHOENIX,Estados Unidos,30,3503
2026M02,MAZATLAN,Mexico,"REGINA, Canada",Canada,4,665
2026M02,MAZATLAN,Mexico,TORONTO,Canada,4,701
2026M02,MAZATLAN,Mexico,VANCOUVER,Canada,16,2438
2026M02,MAZATLAN,Mexico,WINNIPEG,Canada,4,691
2026M02,MC ALLEN,Estados Unidos,MONTERREY,Mexico,0,0
2026M02,MEDELLIN,Colombia,CANCUN,Mexico,28,4249
2026M02,MEDELLIN,Colombia,MEXICO,Mexico,57,8140
2026M02,MEDELLIN,Colombia,SANTA LUCÍA,Mexico,0,0
2026M02,MEMPHIS,Estados Unidos,GUADALAJARA,Mexico,54,0
2026M02,MEMPHIS,Estados Unidos,MONTERREY,Mexico,25,0
2026M02,MEMPHIS,Estados Unidos,QUERETARO,Mexico,20,0
2026M02,MEMPHIS,Estados Unidos,TOLUCA,Mexico,26,0
2026M02,MERIDA,Mexico,DALLAS-FORT WORTH,Estados Unidos,24,2490
2026M02,MERIDA,Mexico,GUATEMALA,Guatemala,0,0
2026M02,MERIDA,Mexico,HOUSTON,Estados Unidos,28,4429
2026M02,MERIDA,Mexico,LA HABANA,Cuba,8,531
2026M02,MERIDA,Mexico,LOS ANGELES,Estados Unidos,0,0
2026M02,MERIDA,Mexico,MIAMI,Estados Unidos,40,4986
2026M02,MERIDA,Mexico,ORLANDO,Estados Unidos,8,1129
2026M02,MERIDA,Mexico,TORONTO,Canada,12,1860
2026M02,MEXICO,Mexico,AMSTERDAM,Paises Bajos,66,15445
2026M02,MEXICO,Mexico,ATLANTA,Estados Unidos,112,15739
2026M02,MEXICO,Mexico,AUSTIN,Estados Unidos,40,3828
2026M02,MEXICO,Mexico,"BARCELONA, España",España,28,4119
2026M02,MEXICO,Mexico,BOGOTA,Colombia,196,26509
2026M02,MEXICO,Mexico,BOSTON,Estados Unidos,26,3434
2026M02,MEXICO,Mexico,BUENOS AIRES,Argentina,28,7042
2026M02,MEXICO,Mexico,CALGARY,Canada,16,1870
2026M02,MEXICO,Mexico,CALI,Colombia,16,1420
2026M02,MEXICO,Mexico,CARTAGENA DE INDIAS,Colombia,28,3748
2026M02,MEXICO,Mexico,CHARLOTTE,Estados Unidos,55,6811
2026M02,MEXICO,Mexico,CHICAGO,Estados Unidos,184,28980
2026M02,MEXICO,Mexico,COMAYAGUA,Honduras,0,0
2026M02,MEXICO,Mexico,DALLAS-FORT WORTH,Estados Unidos,164,22368
2026M02,MEXICO,Mexico,DENVER,Estados Unidos,84,13207
2026M02,MEXICO,Mexico,DETROIT,Estados Unidos,28,3073
2026M02,MEXICO,Mexico,DUBAI,Emiratos Arabes,27,2538
2026M02,MEXICO,Mexico,ESTAMBUL (ARNAVUTKOY),Turquia,36,7000
2026M02,MEXICO,Mexico,FRANKFURT,Alemania,27,8592
2026M02,MEXICO,Mexico,FRESNO,Estados Unidos,0,0
2026M02,MEXICO,Mexico,GUATEMALA,Guatemala,119,14144
2026M02,MEXICO,Mexico,HOUSTON,Estados Unidos,275,30348
2026M02,MEXICO,Mexico,LA HABANA,Cuba,28,3156
2026M02,MEXICO,Mexico,LAS VEGAS,Estados Unidos,84,16281
2026M02,MEXICO,Mexico,LIMA,Peru,84,10283
2026M02,MEXICO,Mexico,LONDRES,Reino Unido,48,9926
2026M02,MEXICO,Mexico,LOS ANGELES,Estados Unidos,200,34170
2026M02,MEXICO,Mexico,MADRID,España,168,42160
2026M02,MEXICO,Mexico,MANAGUA,Nicaragua,12,830
2026M02,MEXICO,Mexico,MEDELLIN,Colombia,56,7577
2026M02,MEXICO,Mexico,MIAMI,Estados Unidos,223,26682
2026M02,MEXICO,Mexico,MINNEAPOLIS,Estados Unidos,28,2910
2026M02,MEXICO,Mexico,MONTREAL,Canada,56,7377
2026M02,MEXICO,Mexico,MUNICH,Alemania,12,3011
2026M02,MEXICO,Mexico,NEWARK,Estados Unidos,78,11181
2026M02,MEXICO,Mexico,NUEVA YORK,Estados Unidos,133,23262
2026M02,MEXICO,Mexico,OAKLAND,Estados Unidos,28,5138
2026M02,MEXICO,Mexico,ORLANDO,Estados Unidos,84,13083
2026M02,MEXICO,Mexico,PANAMA,Panama,181,23121
2026M02,MEXICO,Mexico,PARIS,Francia,81,21375
2026M02,MEXICO,Mexico,PHILADELPHIA,Estados Unidos,23,2561
2026M02,MEXICO,Mexico,PHOENIX,Estados Unidos,56,7166
2026M02,MEXICO,Mexico,PUNTA CANA,Republica Dominicana,28,3844
2026M02,MEXICO,Mexico,QUITO,Ecuador,0,0
2026M02,MEXICO,Mexico,RALEIGH/DURHAM,Estados Unidos,20,1460
2026M02,MEXICO,Mexico,ROMA,Italia,12,2384
2026M02,MEXICO,Mexico,SACRAMENTO,Estados Unidos,12,1955
2026M02,MEXICO,Mexico,SALT LAKE CITY,Estados Unidos,28,3230
2026M02,MEXICO,Mexico,SAN ANTONIO,Estados Unidos,84,9383
2026M02,MEXICO,Mexico,SAN FRANCISCO,Estados Unidos,139,18397
2026M02,MEXICO,Mexico,"SAN JOSE, COSTA RICA",Costa Rica,112,16009
2026M02,MEXICO,Mexico,SAN PEDRO SULA,Honduras,16,1040
2026M02,MEXICO,Mexico,SAN SALVADOR,El Salvador,76,7950
2026M02,MEXICO,Mexico,SANTIAGO DE CHILE,Chile,56,12222
2026M02,MEXICO,Mexico,"SANTO DOMINGO,REP DOM",Republica Dominicana,28,3206
2026M02,MEXICO,Mexico,SAO PAULO,Brasil,56,12800
2026M02,MEXICO,Mexico,SEATTLE,Estados Unidos,28,3715
2026M02,MEXICO,Mexico,SHENZHEN,China,12,374
2026M02,MEXICO,Mexico,Seoul,COREA DEL SUR,20,2995
2026M02,MEXICO,Mexico,TAMPA,Estados Unidos,24,3395
2026M02,MEXICO,Mexico,TOKYO,Japon,56,9138
2026M02,MEXICO,Mexico,TORONTO,Canada,96,13749
2026M02,MEXICO,Mexico,VANCOUVER,Canada,96,12905
2026M02,MEXICO,Mexico,WASHINGTON,Estados Unidos,54,5537
2026M02,MIAMI,Estados Unidos,CANCUN,Mexico,168,20251
2026M02,MIAMI,Estados Unidos,COZUMEL,Mexico,28,2118
2026M02,MIAMI,Estados Unidos,GUADALAJARA,Mexico,16,2249
2026M02,MIAMI,Estados Unidos,MERIDA,Mexico,40,5056
2026M02,MIAMI,Estados Unidos,MEXICO,Mexico,224,28468
2026M02,MIAMI,Estados Unidos,MONTERREY,Mexico,36,2481
2026M02,MIAMI,Estados Unidos,SANTA LUCÍA,Mexico,4,0
2026M02,MIAMI,Estados Unidos,TULUM,Mexico,20,2068
2026M02,MILAN,Italia,CANCUN,Mexico,4,1347
2026M02,MILWAUKEE,Estados Unidos,CANCUN,Mexico,28,4206
2026M02,MINNEAPOLIS,Estados Unidos,CANCUN,Mexico,231,35173
2026M02,MINNEAPOLIS,Estados Unidos,COZUMEL,Mexico,26,3608
2026M02,MINNEAPOLIS,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,9,1405
2026M02,MINNEAPOLIS,Estados Unidos,MAZATLAN,Mexico,10,1529
2026M02,MINNEAPOLIS,Estados Unidos,MEXICO,Mexico,28,3030
2026M02,MINNEAPOLIS,Estados Unidos,PUERTO VALLARTA,Mexico,71,9841
2026M02,MINNEAPOLIS,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,60,8852
2026M02,MONCTON,Canada,CANCUN,Mexico,8,1440
2026M02,MONTERREY,Mexico,ATLANTA,Estados Unidos,52,4781
2026M02,MONTERREY,Mexico,AUSTIN,Estados Unidos,12,1051
2026M02,MONTERREY,Mexico,BOGOTA,Colombia,24,2402
2026M02,MONTERREY,Mexico,BROWNSVILLE,Estados Unidos,29,120
2026M02,MONTERREY,Mexico,CHICAGO,Estados Unidos,32,3637
2026M02,MONTERREY,Mexico,DALLAS-FORT WORTH,Estados Unidos,155,12828
2026M02,MONTERREY,Mexico,DENVER,Estados Unidos,12,1844
2026M02,MONTERREY,Mexico,DETROIT,Estados Unidos,24,1270
2026M02,MONTERREY,Mexico,HOUSTON,Estados Unidos,207,13238
2026M02,MONTERREY,Mexico,LA HABANA,Cuba,8,843
2026M02,MONTERREY,Mexico,LAREDO,Estados Unidos,8,24
2026M02,MONTERREY,Mexico,LAS VEGAS,Estados Unidos,36,7211
2026M02,MONTERREY,Mexico,LOS ANGELES,Estados Unidos,14,2344
2026M02,MONTERREY,Mexico,"LOUISVILLE, KENTUCKY",Estados Unidos,20,0
2026M02,MONTERREY,Mexico,MADRID,España,12,2326
2026M02,MONTERREY,Mexico,MC ALLEN,Estados Unidos,0,0
2026M02,MONTERREY,Mexico,MEMPHIS,Estados Unidos,26,0
2026M02,MONTERREY,Mexico,MIAMI,Estados Unidos,36,2517
2026M02,MONTERREY,Mexico,NUEVA YORK,Estados Unidos,0,0
2026M02,MONTERREY,Mexico,OAKLAND,Estados Unidos,0,0
2026M02,MONTERREY,Mexico,ORLANDO,Estados Unidos,12,1672
2026M02,MONTERREY,Mexico,PANAMA,Panama,28,2476
2026M02,MONTERREY,Mexico,PARIS,Francia,0,0
2026M02,MONTERREY,Mexico,PHOENIX,Estados Unidos,23,1139
2026M02,MONTERREY,Mexico,SALT LAKE CITY,Estados Unidos,0,0
2026M02,MONTERREY,Mexico,SAN ANTONIO,Estados Unidos,38,3900
2026M02,MONTERREY,Mexico,SAN FRANCISCO,Estados Unidos,28,1467
2026M02,MONTERREY,Mexico,"SAN JOSE, COSTA RICA",Costa Rica,0,0
2026M02,MONTERREY,Mexico,Seoul,COREA DEL SUR,20,1506
2026M02,MONTERREY,Mexico,TOKYO,Japon,28,1799
2026M02,MONTERREY,Mexico,TORONTO,Canada,0,0
2026M02,MONTREAL,Canada,ACAPULCO,Mexico,4,652
2026M02,MONTREAL,Canada,CANCUN,Mexico,185,46081
2026M02,MONTREAL,Canada,COZUMEL,Mexico,8,1439
2026M02,MONTREAL,Canada,GUADALAJARA,Mexico,6,522
2026M02,MONTREAL,Canada,IXTAPA ZIHUATANEJO,Mexico,4,564
2026M02,MONTREAL,Canada,MAZATLAN,Mexico,4,667
2026M02,MONTREAL,Canada,MEXICO,Mexico,56,8088
2026M02,MONTREAL,Canada,PUERTO VALLARTA,Mexico,44,6769
2026M02,MONTREAL,Canada,SAN JOSÉ DEL CABO,Mexico,8,1337
2026M02,MONTREAL,Canada,TULUM,Mexico,39,6928
2026M02,MORELIA,Mexico,CHICAGO,Estados Unidos,49,8617
2026M02,MORELIA,Mexico,DALLAS-FORT WORTH,Estados Unidos,44,4831
2026M02,MORELIA,Mexico,FRESNO,Estados Unidos,17,2727
2026M02,MORELIA,Mexico,HOUSTON,Estados Unidos,39,2437
2026M02,MORELIA,Mexico,LOS ANGELES,Estados Unidos,20,3105
2026M02,MORELIA,Mexico,OAKLAND,Estados Unidos,28,4495
2026M02,MORELIA,Mexico,ONTARIO,Estados Unidos,16,2043
2026M02,MORELIA,Mexico,SACRAMENTO,Estados Unidos,16,2345
2026M02,MORELIA,Mexico,SAN ANTONIO,Estados Unidos,12,496
2026M02,MORELIA,Mexico,"SAN JOSE, CALIFORNIA",Estados Unidos,16,2646
2026M02,MUNICH,Alemania,MEXICO,Mexico,12,3341
2026M02,NASHVILLE,Estados Unidos,CANCUN,Mexico,15,2065
2026M02,NASHVILLE,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,0,0
2026M02,NEWARK,Estados Unidos,CANCUN,Mexico,117,18836
2026M02,NEWARK,Estados Unidos,GUADALAJARA,Mexico,15,2360
2026M02,NEWARK,Estados Unidos,MEXICO,Mexico,78,11512
2026M02,NEWARK,Estados Unidos,PUEBLA,Mexico,0,0
2026M02,NEWARK,Estados Unidos,PUERTO VALLARTA,Mexico,4,507
2026M02,NEWARK,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,19,2737
2026M02,NEWARK,Estados Unidos,TULUM,Mexico,0,0
2026M02,NEWCASTLE,Reino Unido,CANCUN,Mexico,0,0
2026M02,NORFOLK,Estados Unidos,CANCUN,Mexico,4,319
2026M02,NUEVA ORLEANS,Estados Unidos,CANCUN,Mexico,28,2131
2026M02,NUEVA YORK,Estados Unidos,CANCUN,Mexico,205,31954
2026M02,NUEVA YORK,Estados Unidos,MEXICO,Mexico,133,23651
2026M02,NUEVA YORK,Estados Unidos,MONTERREY,Mexico,0,0
2026M02,NUEVA YORK,Estados Unidos,PUERTO VALLARTA,Mexico,34,3383
2026M02,NUEVA YORK,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,22,3462
2026M02,NUEVA YORK,Estados Unidos,TULUM,Mexico,20,2689
2026M02,OAKLAND,Estados Unidos,DEL BAJIO,Mexico,28,3354
2026M02,OAKLAND,Estados Unidos,GUADALAJARA,Mexico,81,11429
2026M02,OAKLAND,Estados Unidos,MEXICO,Mexico,28,4986
2026M02,OAKLAND,Estados Unidos,MONTERREY,Mexico,0,0
2026M02,OAKLAND,Estados Unidos,MORELIA,Mexico,28,3796
2026M02,OAKLAND,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,28,1827
2026M02,OAKLAND,Estados Unidos,ZACATECAS,Mexico,12,758
2026M02,OAXACA,Mexico,DALLAS-FORT WORTH,Estados Unidos,28,4075
2026M02,OAXACA,Mexico,HOUSTON,Estados Unidos,36,2004
2026M02,OAXACA,Mexico,LOS ANGELES,Estados Unidos,16,2715
2026M02,ONTARIO,Estados Unidos,DEL BAJIO,Mexico,12,1297
2026M02,ONTARIO,Estados Unidos,GUADALAJARA,Mexico,54,8054
2026M02,ONTARIO,Estados Unidos,MORELIA,Mexico,16,1635
2026M02,ONTARIO,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,28,1138
2026M02,ORLANDO,Estados Unidos,CANCUN,Mexico,87,9850
2026M02,ORLANDO,Estados Unidos,GUADALAJARA,Mexico,20,2638
2026M02,ORLANDO,Estados Unidos,MERIDA,Mexico,8,1208
2026M02,ORLANDO,Estados Unidos,MEXICO,Mexico,84,13669
2026M02,ORLANDO,Estados Unidos,MONTERREY,Mexico,12,1520
2026M02,ORLANDO,Estados Unidos,QUERETARO,Mexico,0,0
2026M02,OTTAWA,Canada,CANCUN,Mexico,76,12394
2026M02,OTTAWA,Canada,PUERTO VALLARTA,Mexico,26,2738
2026M02,PANAMA,Panama,CANCUN,Mexico,194,28032
2026M02,PANAMA,Panama,GUADALAJARA,Mexico,28,3434
2026M02,PANAMA,Panama,MEXICO,Mexico,181,23579
2026M02,PANAMA,Panama,MONTERREY,Mexico,27,2812
2026M02,PANAMA,Panama,SAN JOSÉ DEL CABO,Mexico,11,1400
2026M02,PANAMA,Panama,SANTA LUCÍA,Mexico,2,0
2026M02,PARIS,Francia,CANCUN,Mexico,39,15616
2026M02,PARIS,Francia,GUADALAJARA,Mexico,2,0
2026M02,PARIS,Francia,MEXICO,Mexico,81,21322
2026M02,PARIS,Francia,MONTERREY,Mexico,0,0
2026M02,PARIS,Francia,SANTA LUCÍA,Mexico,6,0
2026M02,PHILADELPHIA,Estados Unidos,CANCUN,Mexico,106,18272
2026M02,PHILADELPHIA,Estados Unidos,MEXICO,Mexico,23,2575
2026M02,PHOENIX,Estados Unidos,CANCUN,Mexico,64,8731
2026M02,PHOENIX,Estados Unidos,CULIACAN,Mexico,8,896
2026M02,PHOENIX,Estados Unidos,GUADALAJARA,Mexico,65,5976
2026M02,PHOENIX,Estados Unidos,HERMOSILLO,Mexico,28,2036
2026M02,PHOENIX,Estados Unidos,IXTAPA ZIHUATANEJO,Mexico,4,276
2026M02,PHOENIX,Estados Unidos,LORETO,Mexico,28,1977
2026M02,PHOENIX,Estados Unidos,MANZANILLO,Mexico,4,249
2026M02,PHOENIX,Estados Unidos,MAZATLAN,Mexico,30,3303
2026M02,PHOENIX,Estados Unidos,MEXICO,Mexico,56,7550
2026M02,PHOENIX,Estados Unidos,MONTERREY,Mexico,23,1074
2026M02,PHOENIX,Estados Unidos,PUERTO VALLARTA,Mexico,92,10927
2026M02,PHOENIX,Estados Unidos,SAN JOSÉ DEL CABO,Mexico,134,16368
2026M02,PHOENIX,Estados Unidos,TIJUANA,Mexico,20,622
2026M02,PITTSBURGH,Estados Unidos,CANCUN,Mexico,0,0
2026M02,"PORTLAND, OREGON",Estados Unidos,CANCUN,Mexico,4,564
2026M02,"PORTLAND, OREGON",Estados Unidos,GUADALAJARA,Mexico,27,4178
2026M02,"PORTLAND, OREGON",Estados Unidos,PUERTO VALLARTA,Mexico,36,5827
2026M02,"PORTLAND, OREGON",Estados Unidos,SAN JOSÉ DEL CABO,Mexico,33,4980
2026M02,PRINCE GEORGE,Canada,PUERTO VALLARTA,Mexico,4,638
2026M02,PUEBLA,Mexico,HOUSTON,Estados Unidos,27,1142
2026M02,PUEBLA,Mexico,LOS ANGELES,Estados Unidos,0,0
2026M02,PUEBLA,Mexico,NEWARK,Estados Unidos,0,0
2026M02,PUERTO ESCONDIDO,Mexico,CALGARY,Canada,4,663
2026M02,PUERTO ESCONDIDO,Mexico,DALLAS-FORT WORTH,Estados Unidos,8,597
2026M02,PUERTO ESCONDIDO,Mexico,HOUSTON,Estados Unidos,12,757
2026M02,PUERTO ESCONDIDO,Mexico,TORONTO,Canada,4,500
2026M02,PUERTO VALLARTA,Mexico,ABBOTSFORD,Canada,3,374
2026M02,PUERTO VALLARTA,Mexico,ATLANTA,Estados Unidos,34,4934
