period_id,metric_key,status,reason,source_page,source_hash
2022Q2,depreciation_amortization,not_separately_reported,"El estado trimestral publica rentas, depreciación y amortización agrupadas; no se reparte el total.",12,267bbbe2b35f2ff00f1a090181bc18831dba5a13a593cb672f6750a632357f81
2022Q2,aircraft_leasing_expense,not_separately_reported,"El estado trimestral publica rentas, depreciación y amortización agrupadas; no se reparte el total.",12,267bbbe2b35f2ff00f1a090181bc18831dba5a13a593cb672f6750a632357f81
2022Q2,adjusted_ebitdar,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,4,267bbbe2b35f2ff00f1a090181bc18831dba5a13a593cb672f6750a632357f81
2022Q2,ebitdar_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,4,267bbbe2b35f2ff00f1a090181bc18831dba5a13a593cb672f6750a632357f81
2022Q3,depreciation_amortization,not_separately_reported,"El estado trimestral publica rentas, depreciación y amortización agrupadas; no se reparte el total.",11,92c61593b7a6643b22ac250ee2c0420414b8621b6f0b4011e1e850ab168a9981
2022Q3,aircraft_leasing_expense,not_separately_reported,"El estado trimestral publica rentas, depreciación y amortización agrupadas; no se reparte el total.",11,92c61593b7a6643b22ac250ee2c0420414b8621b6f0b4011e1e850ab168a9981
2022Q3,adjusted_ebitdar,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,3,92c61593b7a6643b22ac250ee2c0420414b8621b6f0b4011e1e850ab168a9981
2022Q3,ebitdar_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,3,92c61593b7a6643b22ac250ee2c0420414b8621b6f0b4011e1e850ab168a9981
2022Q4,operating_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,3,26fa77b26dedbd1901875cac5329ec7a3d36b00c5b713f178a6f9c899414e42e
2023Q1,adjusted_ebitdar,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,8db7aa7449c266c4b8f9af3f4e0124b5479866cf0ca6f63074110ec8ba34188f
2023Q1,ebitdar_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,8db7aa7449c266c4b8f9af3f4e0124b5479866cf0ca6f63074110ec8ba34188f
2023Q2,adjusted_ebitdar,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,e0ead03a17ccea869f9bdde655d217476fda2622e0c3b8f01e484522d83e0486
2023Q2,ebitdar_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,e0ead03a17ccea869f9bdde655d217476fda2622e0c3b8f01e484522d83e0486
2023Q3,adjusted_ebitdar,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,be31f024dfd2606241f74d68db55b40b69c1e73b1c8353ff0cbc31860823e481
2023Q3,ebitdar_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,be31f024dfd2606241f74d68db55b40b69c1e73b1c8353ff0cbc31860823e481
2023Q4,operating_margin,different_definition_reported,Se conserva la variante reportada con su propia definición; no se etiqueta como la métrica objetivo.,2,cc90aaffe33aaaceef63a38230665a55abcc123f9131f15d601a6c53ac59e960
